0.0000,-0.0000
0.0020,-0.0000
0.0040,-0.0001
0.0060,-0.0001
0.0080,-0.0001
0.0100,-0.0000
0.0120,0.0002
0.0140,0.0002
0.0160,-0.0002
0.0180,-0.0014
0.0200,-0.0035
0.0220,-0.0067
0.0240,-0.0110
0.0260,-0.0169
0.0280,-0.0245
0.0300,-0.0342
0.0320,-0.0456
0.0340,-0.0581
0.0360,-0.0706
0.0380,-0.0819
0.0400,-0.0908
0.0420,-0.0964
0.0440,-0.0984
0.0460,-0.0968
0.0480,-0.0920
0.0501,-0.0847
0.0521,-0.0758
0.0541,-0.0665
0.0561,-0.0582
0.0581,-0.0518
0.0601,-0.0481
0.0621,-0.0471
0.0641,-0.0485
0.0661,-0.0511
0.0681,-0.0536
0.0701,-0.0551
0.0721,-0.0547
0.0741,-0.0523
0.0761,-0.0484
0.0781,-0.0437
0.0801,-0.0393
0.0821,-0.0359
0.0841,-0.0338
0.0861,-0.0332
0.0881,-0.0339
0.0901,-0.0351
0.0921,-0.0364
0.0941,-0.0369
0.0961,-0.0364
0.0981,-0.0348
0.1001,-0.0321
0.1021,-0.0289
0.1041,-0.0254
0.1061,-0.0219
0.1081,-0.0186
0.1101,-0.0152
0.1121,-0.0117
0.1141,-0.0080
0.1161,-0.0043
0.1181,-0.0010
0.1201,0.0014
0.1221,0.0027
0.1241,0.0026
0.1261,0.0015
0.1281,0.0001
0.1301,-0.0009
0.1321,-0.0006
0.1341,0.0014
0.1361,0.0053
0.1381,0.0108
0.1401,0.0171
0.1421,0.0237
0.1441,0.0297
0.1461,0.0348
0.1481,0.0391
0.1502,0.0429
0.1522,0.0465
0.1542,0.0502
0.1562,0.0543
0.1582,0.0585
0.1602,0.0628
0.1622,0.0670
0.1642,0.0712
0.1662,0.0755
0.1682,0.0801
0.1702,0.0853
0.1722,0.0914
0.1742,0.0983
0.1762,0.1058
0.1782,0.1134
0.1802,0.1204
0.1822,0.1265
0.1842,0.1315
0.1862,0.1358
0.1882,0.1397
0.1902,0.1437
0.1922,0.1483
0.1942,0.1535
0.1962,0.1589
0.1982,0.1639
0.2002,0.1680
0.2022,0.1707
0.2042,0.1717
0.2062,0.1715
0.2082,0.1705
0.2102,0.1694
0.2122,0.1688
0.2142,0.1689
0.2162,0.1695
0.2182,0.1701
0.2202,0.1702
0.2222,0.1690
0.2242,0.1661
0.2262,0.1613
0.2282,0.1547
0.2302,0.1467
0.2322,0.1381
0.2342,0.1294
0.2362,0.1207
0.2382,0.1120
0.2402,0.1030
0.2422,0.0934
0.2442,0.0830
0.2462,0.0721
0.2482,0.0609
0.2503,0.0501
0.2523,0.0401
0.2543,0.0312
0.2563,0.0235
0.2583,0.0167
0.2603,0.0102
0.2623,0.0037
0.2643,-0.0028
0.2663,-0.0091
0.2683,-0.0147
0.2703,-0.0187
0.2723,-0.0206
0.2743,-0.0197
0.2763,-0.0156
0.2783,-0.0085
0.2803,0.0013
0.2823,0.0129
0.2843,0.0256
0.2863,0.0385
0.2883,0.0507
0.2903,0.0616
0.2923,0.0705
0.2943,0.0771
0.2963,0.0809
0.2983,0.0820
0.3003,0.0807
0.3023,0.0774
0.3043,0.0731
0.3063,0.0690
0.3083,0.0660
0.3103,0.0651
0.3123,0.0664
0.3143,0.0698
0.3163,0.0746
0.3183,0.0796
0.3203,0.0839
0.3223,0.0866
0.3243,0.0875
0.3263,0.0867
0.3283,0.0850
0.3303,0.0832
0.3323,0.0823
0.3343,0.0826
0.3363,0.0843
0.3383,0.0870
0.3403,0.0902
0.3423,0.0932
0.3443,0.0952
0.3463,0.0961
0.3483,0.0956
0.3504,0.0943
0.3524,0.0925
0.3544,0.0908
0.3564,0.0895
0.3584,0.0884
0.3604,0.0875
0.3624,0.0867
0.3644,0.0858
0.3664,0.0850
0.3684,0.0846
0.3704,0.0849
0.3724,0.0860
0.3744,0.0877
0.3764,0.0896
0.3784,0.0912
0.3804,0.0920
0.3824,0.0919
0.3844,0.0908
0.3864,0.0891
0.3884,0.0874
0.3904,0.0862
0.3924,0.0858
0.3944,0.0865
0.3964,0.0879
0.3984,0.0896
0.4004,0.0911
0.4024,0.0917
0.4044,0.0912
0.4064,0.0896
0.4084,0.0871
0.4104,0.0841
0.4124,0.0811
0.4144,0.0782
0.4164,0.0757
0.4184,0.0734
0.4204,0.0714
0.4224,0.0697
0.4244,0.0682
0.4264,0.0672
0.4284,0.0666
0.4304,0.0665
0.4324,0.0667
0.4344,0.0669
0.4364,0.0666
0.4384,0.0656
0.4404,0.0638
0.4424,0.0612
0.4444,0.0584
0.4464,0.0556
0.4484,0.0533
0.4505,0.0516
0.4525,0.0505
0.4545,0.0498
0.4565,0.0492
0.4585,0.0486
0.4605,0.0476
