,Time,PPG
3589,71.78,4095
3590,71.8,4095
3591,71.82000000000001,4095
3592,71.84,4095
3593,71.86,4095
3594,71.88,4095
3595,71.9,3815
3596,71.92,2809
3597,71.94,2320
3598,71.96000000000001,2035
3599,71.98,1961
3600,72.0,2042
3601,72.02,2175
3602,72.04,2253
3603,72.06,2286
3604,72.08,2298
3605,72.10000000000001,2283
3606,72.12,2269
3607,72.14,2238
3608,72.16,2143
3609,72.18,2019
3610,72.2,1971
3611,72.22,2093
3612,72.24,2398
3613,72.26,2839
3614,72.28,3419
3615,72.3,3861
3616,72.32000000000001,3870
3617,72.34,3472
3618,72.36,2933
3619,72.38,2478
3620,72.4,2081
3621,72.42,1750
3622,72.44,1582
3623,72.46000000000001,1585
3624,72.48,1730
3625,72.5,1947
3626,72.52,2183
3627,72.54,2333
3628,72.56,2362
3629,72.58,2311
3630,72.60000000000001,2239
3631,72.62,2203
3632,72.64,2224
3633,72.66,2352
3634,72.68,2657
3635,72.7,3305
3636,72.72,4095
3637,72.74,4095
3638,72.76,4095
3639,72.78,4095
3640,72.8,4095
3641,72.82000000000001,4095
3642,72.84,4095
3643,72.86,4095
3644,72.88,3815
3645,72.9,3009
3646,72.92,2665
3647,72.94,2514
3648,72.96000000000001,2458
3649,72.98,2432
3650,73.0,2413
3651,73.02,2433
3652,73.04,2483
3653,73.06,2544
3654,73.08,2589
3655,73.10000000000001,2599
3656,73.12,2594
3657,73.14,2693
3658,73.16,3098
3659,73.18,4095
3660,73.2,4095
3661,73.22,4095
3662,73.24,4095
3663,73.26,4095
3664,73.28,4095
3665,73.3,4095
3666,73.32000000000001,4095
3667,73.34,4095
3668,73.36,4095
3669,73.38,4095
3670,73.4,3515
3671,73.42,2951
3672,73.44,2657
3673,73.46000000000001,2459
3674,73.48,2337
3675,73.5,2266
3676,73.52,2229
3677,73.54,2219
3678,73.56,2213
3679,73.58,2246
3680,73.60000000000001,2427
3681,73.62,2861
3682,73.64,4014
3683,73.66,4095
3684,73.68,4095
3685,73.7,4095
3686,73.72,4095
3687,73.74,4095
3688,73.76,4095
3689,73.78,4095
3690,73.8,4095
3691,73.82000000000001,4095
3692,73.84,2736
3693,73.86,2097
3694,73.88,1757
3695,73.9,1664
3696,73.92,1666
3697,73.94,1657
3698,73.96000000000001,1584
3699,73.98,1456
3700,74.0,1285
3701,74.02,1119
3702,74.04,1019
3703,74.06,1084
3704,74.08,1407
3705,74.10000000000001,2005
3706,74.12,2785
3707,74.14,4051
3708,74.16,4095
3709,74.18,4095
3710,74.2,4095
3711,74.22,4095
3712,74.24,3147
3713,74.26,2457
3714,74.28,1978
3715,74.3,1639
3716,74.32000000000001,1449
3717,74.34,1396
3718,74.36,1410
3719,74.38,1385
3720,74.4,1107
3721,74.42,603
3722,74.44,86
3723,74.46000000000001,0
3724,74.48,0
3725,74.5,0
3726,74.52,0
3727,74.54,0
3728,74.56,487
3729,74.58,2194
3730,74.60000000000001,4095
3731,74.62,4095
3732,74.64,4095
3733,74.66,4095
3734,74.68,4095
3735,74.7,4095
3736,74.72,2123
3737,74.74,503
3738,74.76,0
3739,74.78,0
3740,74.8,0
3741,74.82000000000001,0
3742,74.84,0
3743,74.86,0
3744,74.88,0
3745,74.9,0
3746,74.92,0
3747,74.94,0
3748,74.96000000000001,0
3749,74.98,0
3750,75.0,0
3751,75.02,197
3752,75.04,2160
3753,75.06,4095
3754,75.08,4095
3755,75.10000000000001,4095
3756,75.12,4095
3757,75.14,3963
3758,75.16,2262
3759,75.18,1123
3760,75.2,205
3761,75.22,0
3762,75.24,0
3763,75.26,0
3764,75.28,0
3765,75.3,303
3766,75.32000000000001,753
3767,75.34,1203
3768,75.36,1750
3769,75.38,2287
3770,75.4,2759
3771,75.42,3099
3772,75.44,3180
3773,75.46000000000001,3261
3774,75.48,3678
3775,75.5,4095
3776,75.52,4095
3777,75.54,4095
3778,75.56,4095
3779,75.58,4095
3780,75.60000000000001,4095
3781,75.62,4095
3782,75.64,4095
3783,75.66,4095
3784,75.68,3810
3785,75.7,2957
3786,75.72,2746
3787,75.74,2630
3788,75.76,2480
3789,75.78,2251
3790,75.8,1895
3791,75.82000000000001,1566
3792,75.84,1408
3793,75.86,1401
3794,75.88,1295
3795,75.9,1200
3796,75.92,1107
3797,75.94,1194
3798,75.96000000000001,1596
3799,75.98,2241
3800,76.0,3130
3801,76.02,4095
3802,76.04,4095
3803,76.06,4095
3804,76.08,4095
3805,76.10000000000001,3108
3806,76.12,2465
3807,76.14,2186
3808,76.16,2065
3809,76.18,1874
3810,76.2,1682
3811,76.22,1648
3812,76.24,1808
3813,76.26,2053
3814,76.28,2247
3815,76.3,2368
3816,76.32000000000001,2395
3817,76.34,2354
3818,76.36,2322
3819,76.38,2281
3820,76.4,2272
3821,76.42,2499
3822,76.44,3023
3823,76.46000000000001,3985
3824,76.48,4095
3825,76.5,4095
3826,76.52,4095
3827,76.54,4095
3828,76.56,4095
3829,76.58,3769
3830,76.60000000000001,2604
3831,76.62,1751
3832,76.64,982
3833,76.66,544
3834,76.68,537
3835,76.7,842
3836,76.72,1325
3837,76.74,1857
3838,76.76,2320
3839,76.78,2654
3840,76.8,2890
3841,76.82000000000001,2997
3842,76.84,2843
3843,76.86,2637
3844,76.88,2655
3845,76.9,3135
3846,76.92,4095
3847,76.94,4095
3848,76.96000000000001,4095
3849,76.98,4095
3850,77.0,4095
3851,77.02,4095
3852,77.04,3994
3853,77.06,2374
3854,77.08,1391
3855,77.10000000000001,755
3856,77.12,592
3857,77.14,810
3858,77.16,1362
3859,77.18,1954
3860,77.2,2231
3861,77.22,2067
3862,77.24,1635
3863,77.26,1266
3864,77.28,1090
3865,77.3,1059
3866,77.32000000000001,1081
3867,77.34,1161
3868,77.36,1494
3869,77.38,2304
3870,77.4,4095
3871,77.42,4095
3872,77.44,4095
3873,77.46000000000001,4095
3874,77.48,4095
3875,77.5,4095
3876,77.52,4095
3877,77.54,3989
3878,77.56,2469
3879,77.58,1683
3880,77.60000000000001,1200
3881,77.62,1120
3882,77.64,1393
3883,77.66,1872
3884,77.68,2352
3885,77.7,2649
3886,77.72,2609
3887,77.74,2273
3888,77.76,1846
3889,77.78,1509
3890,77.8,1323
3891,77.82000000000001,1275
3892,77.84,1469
3893,77.86,1949
3894,77.88,2576
3895,77.9,3302
3896,77.92,3872
3897,77.94,3709
3898,77.96000000000001,2982
3899,77.98,2327
3900,78.0,1723
3901,78.02,1216
3902,78.04,805
3903,78.06,503
3904,78.08,326
3905,78.10000000000001,255
3906,78.12,249
3907,78.14,290
3908,78.16,373
3909,78.18,485
3910,78.2,608
3911,78.22,688
3912,78.24,717
3913,78.26,720
3914,78.28,752
3915,78.3,940
3916,78.32000000000001,1364
3917,78.34,2019
3918,78.36,2791
3919,78.38,3887
3920,78.4,4095
3921,78.42,4095
3922,78.44,4095
3923,78.46000000000001,3154
3924,78.48,2335
3925,78.5,1609
3926,78.52,955
3927,78.54,508
3928,78.56,325
3929,78.58,362
3930,78.60000000000001,547
3931,78.62,842
3932,78.64,1197
3933,78.66,1463
3934,78.68,1552
3935,78.7,1486
3936,78.72,1367
3937,78.74,1214
3938,78.76,1059
3939,78.78,1009
3940,78.8,1238
3941,78.82000000000001,1681
3942,78.84,2170
3943,78.86,2469
3944,78.88,2471
3945,78.9,2205
3946,78.92,1757
3947,78.94,1215
3948,78.96000000000001,697
3949,78.98,299
3950,79.0,90
3951,79.02,48
3952,79.04,163
3953,79.06,365
3954,79.08,588
3955,79.10000000000001,769
3956,79.12,897
3957,79.14,951
3958,79.16,893
3959,79.18,783
3960,79.2,653
3961,79.22,593
3962,79.24,752
3963,79.26,1214
3964,79.28,1901
3965,79.3,2602
3966,79.32000000000001,3265
3967,79.34,3570
3968,79.36,3172
3969,79.38,2518
3970,79.4,1873
3971,79.42,1204
3972,79.44,640
3973,79.46000000000001,270
3974,79.48,91
3975,79.5,81
3976,79.52,162
3977,79.54,240
3978,79.56,283
3979,79.58,304
3980,79.60000000000001,295
3981,79.62,251
3982,79.64,190
3983,79.66,122
3984,79.68,92
3985,79.7,191
3986,79.72,491
3987,79.74,1031
3988,79.76,1678
3989,79.78,2265
3990,79.8,2671
3991,79.82000000000001,2800
3992,79.84,2635
3993,79.86,2270
3994,79.88,1848
3995,79.9,1448
3996,79.92,1137
3997,79.94,919
3998,79.96000000000001,826
3999,79.98,909
4000,80.0,1135
4001,80.02,1395
4002,80.04,1575
4003,80.06,1699
4004,80.08,1761
4005,80.10000000000001,1747
4006,80.12,1668
4007,80.14,1571
4008,80.16,1428
4009,80.18,1377
4010,80.2,1520
4011,80.22,1899
4012,80.24,2397
4013,80.26,2879
4014,80.28,3213
4015,80.3,3159
4016,80.32000000000001,2726
4017,80.34,2240
4018,80.36,1753
4019,80.38,1349
4020,80.4,1107
4021,80.42,1014
4022,80.44,1085
4023,80.46000000000001,1238
4024,80.48,1423
4025,80.5,1587
4026,80.52,1707
4027,80.54,1741
4028,80.56,1676
4029,80.58,1531
4030,80.60000000000001,1389
4031,80.62,1288
4032,80.64,1303
4033,80.66,1531
4034,80.68,1990
4035,80.7,2594
4036,80.72,3390
4037,80.74,4095
4038,80.76,4095
4039,80.78,3609
4040,80.8,2877
4041,80.82000000000001,2323
4042,80.84,1846
4043,80.86,1497
4044,80.88,1345
4045,80.9,1373
4046,80.92,1524
4047,80.94,1744
4048,80.96000000000001,1936
4049,80.98,2047
4050,81.0,2067
4051,81.02,1984
4052,81.04,1840
4053,81.06,1695
4054,81.08,1616
4055,81.10000000000001,1702
4056,81.12,2028
4057,81.14,2591
4058,81.16,3506
4059,81.18,4095
4060,81.2,4095
4061,81.22,4095
4062,81.24,4095
4063,81.26,3419
4064,81.28,2528
4065,81.3,1867
4066,81.32000000000001,1318
4067,81.34,974
4068,81.36,849
4069,81.38,903
4070,81.4,1067
4071,81.42,1238
4072,81.44,1303
4073,81.46000000000001,1236
4074,81.48,1083
4075,81.5,896
4076,81.52,754
4077,81.54,722
4078,81.56,913
4079,81.58,1392
4080,81.60000000000001,2060
4081,81.62,2757
4082,81.64,3507
4083,81.66,3849
4084,81.68,3504
4085,81.7,2843
4086,81.72,2279
4087,81.74,1744
4088,81.76,1264
4089,81.78,899
4090,81.8,701
4091,81.82000000000001,674
4092,81.84,784
4093,81.86,966
4094,81.88,1134
4095,81.9,1251
4096,81.92,1326
4097,81.94,1327
4098,81.96000000000001,1237
4099,81.98,1093
4100,82.0,997
4101,82.02,1111
4102,82.04,1476
4103,82.06,2034
4104,82.08,2646
4105,82.10000000000001,3235
4106,82.12,3522
4107,82.14,3201
4108,82.16,2608
4109,82.18,2003
4110,82.2,1408
4111,82.22,938
4112,82.24,673
4113,82.26,597
4114,82.28,706
4115,82.3,931
4116,82.32000000000001,1187
4117,82.34,1383
4118,82.36,1466
4119,82.38,1443
4120,82.4,1374
4121,82.42,1296
4122,82.44,1243
4123,82.46000000000001,1217
4124,82.48,1345
4125,82.5,1734
4126,82.52,2331
4127,82.54,2963
4128,82.56,3494
4129,82.58,3466
4130,82.60000000000001,2975
4131,82.62,2417
4132,82.64,1835
4133,82.66,1305
4134,82.68,939
4135,82.7,802
4136,82.72,820
4137,82.74,942
4138,82.76,1126
4139,82.78,1287
4140,82.8,1366
4141,82.82000000000001,1359
4142,82.84,1287
4143,82.86,1216
4144,82.88,1150
4145,82.9,1079
4146,82.92,1081
4147,82.94,1264
4148,82.96000000000001,1695
4149,82.98,2288
4150,83.0,2933
4151,83.02,3573
4152,83.04,3750
4153,83.06,3306
4154,83.08,2689
4155,83.10000000000001,2147
4156,83.12,1634
4157,83.14,1213
4158,83.16,987
4159,83.18,971
4160,83.2,1099
4161,83.22,1294
4162,83.24,1475
4163,83.26,1595
4164,83.28,1618
4165,83.3,1527
4166,83.32000000000001,1378
4167,83.34,1194
4168,83.36,1083
4169,83.38,1202
4170,83.4,1617
4171,83.42,2240
4172,83.44,2902
4173,83.46000000000001,3653
4174,83.48,3974
4175,83.5,3631
4176,83.52,2907
4177,83.54,2305
4178,83.56,1755
4179,83.58,1279
4180,83.60000000000001,955
4181,83.62,839
4182,83.64,925
4183,83.66,1133
4184,83.68,1343
4185,83.7,1507
4186,83.72,1619
4187,83.74,1709
4188,83.76,1741
4189,83.78,1682
4190,83.8,1584
4191,83.82000000000001,1599
4192,83.84,1840
4193,83.86,2326
4194,83.88,3019
4195,83.9,4095
4196,83.92,4095
4197,83.94,4095
4198,83.96000000000001,3842
4199,83.98,2789
4200,84.0,2031
4201,84.02,1445
4202,84.04,1078
4203,84.06,925
4204,84.08,963
4205,84.10000000000001,1162
4206,84.12,1388
4207,84.14,1561
4208,84.16,1616
4209,84.18,1549
4210,84.2,1379
4211,84.22,1194
4212,84.24,1030
4213,84.26,965
4214,84.28,1072
4215,84.3,1443
4216,84.32000000000001,2053
4217,84.34,2768
4218,84.36,3806
4219,84.38,4095
4220,84.4,4095
4221,84.42,3991
4222,84.44,2979
4223,84.46000000000001,2279
4224,84.48,1677
4225,84.5,1202
4226,84.52,941
4227,84.54,939
4228,84.56,1113
4229,84.58,1315
4230,84.60000000000001,1454
4231,84.62,1455
4232,84.64,1427
4233,84.66,1413
4234,84.68,1447
4235,84.7,1476
4236,84.72,1507
4237,84.74,1637
4238,84.76,1984
4239,84.78,2620
4240,84.8,3824
4241,84.82000000000001,4095
4242,84.84,4095
4243,84.86,4095
4244,84.88,4095
4245,84.9,4095
4246,84.92,3217
4247,84.94,2267
4248,84.96000000000001,1633
4249,84.98,1275
4250,85.0,1199
4251,85.02,1285
4252,85.04,1419
4253,85.06,1547
4254,85.08,1602
4255,85.10000000000001,1574
4256,85.12,1472
4257,85.14,1365
4258,85.16,1258
4259,85.18,1199
4260,85.2,1307
4261,85.22,1712
4262,85.24,2384
4263,85.26,3329
4264,85.28,4095
4265,85.3,4095
4266,85.32000000000001,4095
4267,85.34,4016
4268,85.36,2879
4269,85.38,2166
4270,85.4,1598
4271,85.42,1235
4272,85.44,1121
4273,85.46000000000001,1216
4274,85.48,1414
4275,85.5,1639
4276,85.52,1814
4277,85.54,1899
4278,85.56,1852
4279,85.58,1707
4280,85.60000000000001,1515
4281,85.62,1377
4282,85.64,1341
4283,85.66,1517
4284,85.68,2019
4285,85.7,2757
4286,85.72,4095
4287,85.74,4095
4288,85.76,4095
4289,85.78,4095
4290,85.8,4095
4291,85.82000000000001,4095
4292,85.84,4095
4293,85.86,3344
4294,85.88,2377
4295,85.9,1793
4296,85.92,1472
4297,85.94,1421
4298,85.96000000000001,1558
4299,85.98,1765
4300,86.0,1941
4301,86.02,1994
4302,86.04,1831
4303,86.06,1516
4304,86.08,1163
4305,86.10000000000001,896
4306,86.12,915
4307,86.14,1338
4308,86.16,2074
4309,86.18,2917
4310,86.2,3959
4311,86.22,4095
4312,86.24,4048
4313,86.26,3181
4314,86.28,2480
4315,86.3,1937
4316,86.32000000000001,1499
4317,86.34,1229
4318,86.36,1179
4319,86.38,1329
4320,86.4,1615
4321,86.42,1895
4322,86.44,2064
4323,86.46000000000001,2080
4324,86.48,1939
4325,86.5,1734
4326,86.52,1535
4327,86.54,1379
4328,86.56,1293
4329,86.58,1367
4330,86.60000000000001,1742
4331,86.62,2391
4332,86.64,3307
4333,86.66,4095
4334,86.68,4095
4335,86.7,4095
4336,86.72,2999
4337,86.74,2185
4338,86.76,1437
4339,86.78,935
4340,86.8,781
4341,86.82000000000001,960
4342,86.84,1358
4343,86.86,1883
4344,86.88,2445
4345,86.9,2955
4346,86.92,3309
4347,86.94,3242
4348,86.96000000000001,2801
4349,86.98,2176
4350,87.0,1308
4351,87.02,446
4352,87.04,0
4353,87.06,0
4354,87.08,0
4355,87.10000000000001,121
4356,87.12,1392
4357,87.14,2938
4358,87.16,4095
4359,87.18,4095
4360,87.2,4095
4361,87.22,4095
4362,87.24,4095
4363,87.26,4095
4364,87.28,4095
4365,87.3,4095
4366,87.32000000000001,4095
4367,87.34,2989
4368,87.36,2288
4369,87.38,1966
4370,87.4,1925
4371,87.42,2179
4372,87.44,2570
4373,87.46000000000001,2958
4374,87.48,3152
4375,87.5,2997
4376,87.52,2589
4377,87.54,2054
4378,87.56,1491
4379,87.58,1191
4380,87.60000000000001,1360
4381,87.62,1862
4382,87.64,2405
4383,87.66,2763
4384,87.68,2704
4385,87.7,2238
4386,87.72,1550
4387,87.74,784
4388,87.76,155
4389,87.78,0
4390,87.8,0
4391,87.82000000000001,185
4392,87.84,747
4393,87.86,1339
4394,87.88,1787
4395,87.9,1997
4396,87.92,1989
4397,87.94,1776
4398,87.96000000000001,1434
4399,87.98,1059
4400,88.0,731
4401,88.02,555
4402,88.04,673
4403,88.06,1216
4404,88.08,2091
4405,88.10000000000001,3153
4406,88.12,4095
4407,88.14,4095
4408,88.16,4095
4409,88.18,4047
4410,88.2,2739
4411,88.22,1950
4412,88.24,1306
4413,88.26,916
4414,88.28,833
4415,88.3,913
4416,88.32000000000001,1089
4417,88.34,1361
4418,88.36,1750
4419,88.38,2245
4420,88.4,2842
4421,88.42,3426
4422,88.44,3718
4423,88.46000000000001,3682
4424,88.48,3392
4425,88.5,3050
4426,88.52,2837
4427,88.54,2865
4428,88.56,3163
4429,88.58,3827
4430,88.60000000000001,4095
4431,88.62,3983
4432,88.64,2922
4433,88.66,2043
4434,88.68,1138
4435,88.7,350
4436,88.72,0
4437,88.74,0
4438,88.76,0
4439,88.78,304
4440,88.8,1010
4441,88.82000000000001,1673
4442,88.84,2119
4443,88.86,2321
4444,88.88,2288
4445,88.9,2042
4446,88.92,1665
4447,88.94,1232
4448,88.96000000000001,905
4449,88.98,793
4450,89.0,863
4451,89.02,1226
4452,89.04,1967
4453,89.06,3053
4454,89.08,4095
4455,89.10000000000001,4095
4456,89.12,4095
4457,89.14,4095
4458,89.16,4095
4459,89.18,4095
4460,89.2,4095
4461,89.22,3562
4462,89.24,2704
4463,89.26,2244
4464,89.28,1961
4465,89.3,1854
4466,89.32000000000001,1893
4467,89.34,2000
4468,89.36,2064
4469,89.38,1985
4470,89.4,1820
4471,89.42,1671
4472,89.44,1488
4473,89.46000000000001,1237
4474,89.48,976
4475,89.5,891
4476,89.52,1114
4477,89.54,1733
4478,89.56,2635
4479,89.58,3994
4480,89.60000000000001,4095
4481,89.62,4095
4482,89.64,3405
4483,89.66,2183
4484,89.68,1083
4485,89.7,153
4486,89.72,0
4487,89.74,0
4488,89.76,0
4489,89.78,0
4490,89.8,65
4491,89.82000000000001,483
4492,89.84,784
4493,89.86,928
4494,89.88,930
4495,89.9,883
4496,89.92,850
4497,89.94,880
4498,89.96000000000001,1041
4499,89.98,1374
4500,90.0,1937
4501,90.02,2801
4502,90.04,4095
4503,90.06,4095
4504,90.08,4095
4505,90.10000000000001,4095
4506,90.12,4095
4507,90.14,4095
4508,90.16,4095
4509,90.18,4095
4510,90.2,4095
4511,90.22,4095
4512,90.24,4095
4513,90.26,4095
4514,90.28,4095
4515,90.3,3088
4516,90.32000000000001,1887
4517,90.34,955
4518,90.36,233
4519,90.38,0
4520,90.4,0
4521,90.42,0
4522,90.44,0
4523,90.46000000000001,0
4524,90.48,0
4525,90.5,0
4526,90.52,159
4527,90.54,1239
4528,90.56,2190
4529,90.58,2775
4530,90.60000000000001,2883
4531,90.62,2551
4532,90.64,2035
4533,90.66,1488
4534,90.68,1034
4535,90.7,735
4536,90.72,631
4537,90.74,699
4538,90.76,885
4539,90.78,1113
4540,90.8,1265
4541,90.82000000000001,1357
4542,90.84,1383
4543,90.86,1392
4544,90.88,1376
4545,90.9,1353
4546,90.92,1363
4547,90.94,1445
4548,90.96000000000001,1616
4549,90.98,1970
4550,91.0,2581
4551,91.02,3698
4552,91.04,4095
4553,91.06,4095
4554,91.08,4095
4555,91.10000000000001,4095
4556,91.12,4095
4557,91.14,2726
4558,91.16,1891
4559,91.18,1243
4560,91.2,880
4561,91.22,801
4562,91.24,880
4563,91.26,995
4564,91.28,1086
4565,91.3,1114
4566,91.32000000000001,1103
4567,91.34,1060
4568,91.36,974
4569,91.38,858
4570,91.4,726
4571,91.42,626
4572,91.44,637
4573,91.46000000000001,867
4574,91.48,1341
4575,91.5,1917
4576,91.52,2432
4577,91.54,2763
4578,91.56,2809
4579,91.58,2575
4580,91.60000000000001,2169
4581,91.62,1648
4582,91.64,1167
4583,91.66,821
4584,91.68,659
4585,91.7,688
4586,91.72,830
4587,91.74,948
4588,91.76,965
4589,91.78,879
4590,91.8,715
4591,91.82000000000001,560
4592,91.84,403
4593,91.86,333
4594,91.88,374
4595,91.9,577
4596,91.92,919
4597,91.94,1396
4598,91.96000000000001,1961
4599,91.98,2608
4600,92.0,3413
4601,92.02,4095
4602,92.04,4095
4603,92.06,3643
4604,92.08,2832
4605,92.10000000000001,2245
4606,92.12,1727
4607,92.14,1318
4608,92.16,1087
4609,92.18,1035
4610,92.2,1118
4611,92.22,1243
4612,92.24,1344
4613,92.26,1396
4614,92.28,1383
4615,92.3,1292
4616,92.32000000000001,1154
4617,92.34,1022
4618,92.36,937
4619,92.38,941
4620,92.4,1069
4621,92.42,1371
4622,92.44,1873
4623,92.46000000000001,2544
4624,92.48,3443
4625,92.5,4095
4626,92.52,4095
4627,92.54,3824
4628,92.56,2939
4629,92.58,2298
4630,92.60000000000001,1754
4631,92.62,1355
4632,92.64,1152
4633,92.66,1141
4634,92.68,1241
4635,92.7,1408
4636,92.72,1525
4637,92.74,1590
4638,92.76,1594
4639,92.78,1571
4640,92.8,1562
4641,92.82000000000001,1565
4642,92.84,1584
4643,92.86,1652
4644,92.88,1840
4645,92.9,2197
4646,92.92,2747
4647,92.94,3601
4648,92.96000000000001,4095
4649,92.98,4095
4650,93.0,3826
4651,93.02,2946
4652,93.04,2313
4653,93.06,1744
4654,93.08,1292
4655,93.10000000000001,1072
4656,93.12,1105
4657,93.14,1317
4658,93.16,1663
4659,93.18,2032
4660,93.2,2377
4661,93.22,2602
4662,93.24,2763
4663,93.26,2752
4664,93.28,2578
4665,93.3,2368
4666,93.32000000000001,2245
4667,93.34,2379
4668,93.36,2919
4669,93.38,4095
4670,93.4,4095
4671,93.42,4095
4672,93.44,4095
4673,93.46000000000001,4095
4674,93.48,4095
4675,93.5,4095
4676,93.52,4095
4677,93.54,4095
4678,93.56,4095
4679,93.58,4095
4680,93.60000000000001,4095
4681,93.62,4095
4682,93.64,4095
4683,93.66,2750
4684,93.68,1531
4685,93.7,573
4686,93.72,0
4687,93.74,0
4688,93.76,0
4689,93.78,0
4690,93.8,0
4691,93.82000000000001,0
4692,93.84,230
4693,93.86,1743
4694,93.88,3483
4695,93.9,4095
4696,93.92,4095
4697,93.94,4095
4698,93.96000000000001,4095
4699,93.98,4095
4700,94.0,4095
4701,94.02,4095
4702,94.04,2685
4703,94.06,1410
4704,94.08,528
4705,94.10000000000001,85
4706,94.12,0
4707,94.14,49
4708,94.16,217
4709,94.18,458
4710,94.2,746
4711,94.22,1053
4712,94.24,1360
4713,94.26,1739
4714,94.28,2224
4715,94.3,2809
4716,94.32000000000001,3682
4717,94.34,4095
4718,94.36,4095
4719,94.38,4095
4720,94.4,4095
4721,94.42,4095
4722,94.44,3066
4723,94.46000000000001,1383
4724,94.48,0
4725,94.5,0
4726,94.52,0
4727,94.54,0
4728,94.56,0
4729,94.58,0
4730,94.60000000000001,0
4731,94.62,0
4732,94.64,0
4733,94.66,0
4734,94.68,0
4735,94.7,0
4736,94.72,0
4737,94.74,0
4738,94.76,210
4739,94.78,953
4740,94.8,1818
4741,94.82000000000001,2645
4742,94.84,3578
4743,94.86,4095
4744,94.88,4095
4745,94.9,3408
4746,94.92,2674
4747,94.94,2162
4748,94.96000000000001,1826
4749,94.98,1712
4750,95.0,1727
4751,95.02,1828
4752,95.04,1962
4753,95.06,2037
4754,95.08,2006
4755,95.10000000000001,1902
4756,95.12,1778
4757,95.14,1645
4758,95.16,1469
4759,95.18,1298
4760,95.2,1250
4761,95.22,1449
4762,95.24,1955
4763,95.26,2672
4764,95.28,3706
4765,95.3,4095
4766,95.32000000000001,4095
4767,95.34,3134
4768,95.36,2343
4769,95.38,1665
4770,95.4,1072
4771,95.42,655
4772,95.44,467
4773,95.46000000000001,558
4774,95.48,833
4775,95.5,1174
4776,95.52,1442
4777,95.54,1609
4778,95.56,1675
4779,95.58,1674
4780,95.60000000000001,1628
4781,95.62,1583
4782,95.64,1558
4783,95.66,1611
4784,95.68,1830
4785,95.7,2299
4786,95.72,3034
4787,95.74000000000001,4095
4788,95.76,4095
4789,95.78,4095
4790,95.8,4095
4791,95.82000000000001,3344
4792,95.84,2443
4793,95.86,1819
4794,95.88,1371
4795,95.9,1104
4796,95.92,978
4797,95.94,989
4798,95.96000000000001,1131
4799,95.98,1328
4800,96.0,1457
4801,96.02,1477
4802,96.04,1441
4803,96.06,1366
4804,96.08,1269
4805,96.10000000000001,1136
4806,96.12,1015
4807,96.14,1040
4808,96.16,1338
4809,96.18,1921
4810,96.2,2638
4811,96.22,3489
4812,96.24000000000001,4083
4813,96.26,3843
4814,96.28,3046
4815,96.3,2407
4816,96.32000000000001,1847
4817,96.34,1424
4818,96.36,1243
4819,96.38,1297
4820,96.4,1488
4821,96.42,1701
4822,96.44,1873
4823,96.46000000000001,2003
4824,96.48,1972
4825,96.5,1759
4826,96.52,1466
4827,96.54,1179
4828,96.56,963
4829,96.58,855
4830,96.60000000000001,865
4831,96.62,1041
4832,96.64,1424
4833,96.66,2017
4834,96.68,2703
4835,96.7,3419
4836,96.72,3697
4837,96.74000000000001,3299
4838,96.76,2669
4839,96.78,2058
4840,96.8,1436
4841,96.82000000000001,938
4842,96.84,663
4843,96.86,622
4844,96.88,736
4845,96.9,906
4846,96.92,1089
4847,96.94,1232
4848,96.96000000000001,1343
4849,96.98,1378
4850,97.0,1310
4851,97.02,1200
4852,97.04,1089
4853,97.06,995
4854,97.08,938
4855,97.10000000000001,1030
4856,97.12,1378
4857,97.14,1963
4858,97.16,2632
4859,97.18,3424
4860,97.2,4038
4861,97.22,3871
4862,97.24000000000001,3135
4863,97.26,2446
4864,97.28,1840
4865,97.3,1309
4866,97.32000000000001,977
4867,97.34,899
4868,97.36,1073
4869,97.38,1341
4870,97.4,1597
4871,97.42,1725
4872,97.44,1728
4873,97.46000000000001,1647
4874,97.48,1534
4875,97.5,1437
4876,97.52,1379
4877,97.54,1370
4878,97.56,1441
4879,97.58,1625
4880,97.60000000000001,1979
4881,97.62,2510
4882,97.64,3270
4883,97.66,4095
4884,97.68,4095
4885,97.7,4095
4886,97.72,3554
4887,97.74000000000001,2768
4888,97.76,2214
4889,97.78,1692
4890,97.8,1292
4891,97.82000000000001,1072
4892,97.84,1015
4893,97.86,1088
4894,97.88,1216
4895,97.9,1315
4896,97.92,1323
4897,97.94,1232
4898,97.96000000000001,1125
4899,97.98,1055
4900,98.0,977
4901,98.02,927
4902,98.04,901
4903,98.06,1009
4904,98.08,1392
4905,98.10000000000001,2037
4906,98.12,2864
4907,98.14,4095
4908,98.16,4095
4909,98.18,4095
4910,98.2,4095
4911,98.22,3097
4912,98.24000000000001,2375
4913,98.26,1811
4914,98.28,1365
4915,98.3,1105
4916,98.32000000000001,1038
4917,98.34,1125
4918,98.36,1318
4919,98.38,1504
4920,98.4,1603
4921,98.42,1598
4922,98.44,1519
4923,98.46000000000001,1383
4924,98.48,1232
4925,98.5,1098
4926,98.52,1035
4927,98.54,1085
4928,98.56,1271
4929,98.58,1683
4930,98.60000000000001,2288
4931,98.62,3093
4932,98.64,4095
4933,98.66,4095
4934,98.68,4095
4935,98.7,3760
4936,98.72,2770
4937,98.74000000000001,2112
4938,98.76,1509
4939,98.78,1072
4940,98.8,813
4941,98.82000000000001,751
4942,98.84,878
4943,98.86,1081
4944,98.88,1259
4945,98.9,1381
